CUSTOMER_NUMBER,util_velocity
8,0.2585296296296296
14,0.353668
126,0.0
158,0.28208
248,0.34785
295,0.18216363636363633
312,0.12896000000000002
317,0.2783714285714286
369,0.18780000000000008
373,0.1916391708743024
393,0.3455803921568627
435,0.2950292929292929
445,-0.22390888888888888
465,0.32976
471,0.5330894736842106
498,0.45654736842105265
503,0.2667428571428571
548,0.43678656215005596
585,0.0
587,0.1865646464646465
738,0.0
749,0.45141174158683367
766,0.0
772,0.3931406015037594
778,0.4072766666666666
806,0.10398000000000002
838,0.0
839,0.2930301886792453
851,0.3843619047619048
947,0.44950935672514625
993,0.4054969696969697
1052,0.36421666666666663
1059,0.28321290322580644
1086,0.19595999999999997
1131,0.20156923076923078
1136,-0.07336477146042363
1183,0.3518476190476191
1244,-0.03822000000000003
1265,0.48131304347826087
1269,0.40739649122807015
1274,0.1570733333333334
1305,0.03928705882352945
1314,0.0
1381,0.0
1401,0.4362457614403601
1439,0.05186666666666667
1456,0.18467368421052638
1544,0.08311320954907153
1546,0.4223238095238095
1555,0.49515
1658,0.0
1668,0.012703448275862117
1669,0.0
1680,0.00550624999999999
1755,0.38119863247863245
1766,0.014990000000000003
1774,0.21467234042553196
1794,0.006957142857142884
1820,0.0
1844,0.3061361904761905
1870,-0.02184242424242422
1910,0.3181568627450981
2007,0.2748181818181818
2010,0.38530909090909093
2028,0.05719199999999991
2034,0.0
2070,0.0
2078,-0.08485454545454546
2095,0.2907142857142857
2101,0.0
2105,0.3464425531914894
2112,0.5132903225806452
2126,0.3786909090909091
2145,0.3695318181818182
2156,0.20363636363636367
2265,0.38659333333333334
2335,0.012699999999999934
2414,0.12998378378378378
2458,0.0
2502,0.08840377358490567
2503,0.31029411764705883
2518,0.4282717948717949
2554,0.0
2557,0.15520717360114777
2567,0.2973113636363636
2606,0.08934000000000003
2610,0.18630000000000002
2623,0.329
2644,0.0893883928571429
2645,0.012564102564102564
2648,-0.007636363636363663
2658,0.0
2677,0.0
2703,0.3631047619047619
2726,-0.035531149168528176
2729,0.408675
2748,0.2687958974358975
2763,0.10514999999999997
2813,0.5331428571428571
2819,0.0
2891,0.16886307692307695
2904,0.28715075187969924
2929,0.17270000000000002
2934,0.00242727272727275
2938,0.22440303030303027
2992,0.5182599999999999
3047,0.0
3133,0.3208042553191489
3135,0.277978947368421
3138,0.4772112489660877
3161,0.4873130434782609
3166,0.30601923076923077
3275,0.2790108108108108
3280,0.2407111111111111
3311,0.008859259259259233
3367,0.4588444444444444
3393,0.1579777777777778
3411,0.12054035087719298
3419,0.09400940170940164
3472,0.07319222222222221
3499,-0.2007126829268293
3621,0.2576976995305164
3666,0.34252307692307693
3673,0.3415709770114942
3710,0.2662057014253563
3722,0.2303619047619047
3728,0.09777599999999997
3799,0.49292800000000003
3866,0.20632
3883,0.0
3890,0.509
3913,0.0
3918,0.4693328330206379
3926,0.19970259870064969
3928,0.0
3983,0.28101333333333334
4008,0.0
4038,0.5386679999999999
4065,0.11709574468085106
4068,0.12685999999999997
4087,0.42628999999999995
4111,0.45374358974358975
4157,0.17759555555555556
4186,0.0
4210,0.27569444444444446
4231,0.24991538461538462
4275,0.25229408115792196
4281,0.0
4287,0.41728947368421054
4301,-0.1295333333333333
4341,0.23664827586206896
4346,0.40927584345479084
4357,0.082325
4364,0.38239545454545454
4401,0.07980952380952377
4449,0.013111111111111073
4455,0.21814545454545456
4458,0.013279999999999959
4494,0.2410561403508772
4496,0.0
4517,0.02563928398645382
4538,0.0
4545,0.22121999999999997
4569,0.1250875
4574,0.16329565217391306
4582,0.2595142857142857
4620,0.1746739130434783
4657,0.20409253731343285
4705,0.14668333333333328
4836,0.0
4918,0.12177024793388429
4994,0.1025956043956044
5030,0.0
5069,0.0
5084,0.011088888888888926
5107,0.30577777777777776
5134,0.37442881060341826
5173,0.0
5185,0.04550000000000001
5189,0.344216
5246,0.26624000000000003
5310,0.3414857142857143
5350,0.010390783410138216
5392,0.2923536822884967
5437,-0.12083913043478262
5452,-0.007133333333333339
5501,0.28615384615384615
5503,0.06238888888888891
5533,0.1765901754385965
5550,0.0
5617,0.23527222222222222
5660,0.36549999999999994
5698,0.29342990196078433
5736,0.23112631578947362
5757,-0.08561494252873561
5822,0.49139133709981164
5832,0.08768235294117643
5892,0.3889155844155844
5895,0.17202857142857142
5917,0.0
5969,0.3563058823529412
6000,0.463253448275862
6008,-0.013299999999999979
6011,0.20803809523809524
6019,0.2534535353535354
6035,0.21305000000000002
6039,0.41259793548387097
6045,0.057750943396226384
6114,0.2452351851851852
6184,0.0
6197,0.2634764705882353
6213,0.32447272727272725
6232,0.0
6233,-0.6719027027027027
6269,0.3094
6271,0.23731851851851848
6285,0.10820487804878048
6306,0.43292
6316,0.3361285714285714
6322,0.0
6333,0.26834799815922683
6347,0.45120666666666664
6369,0.25591228070175437
6370,0.0
6458,0.36827878787878787
6487,0.0
6518,0.0
6576,-0.006171498771498779
6612,0.48095833333333327
6681,0.0
6698,0.0
6754,-0.2274960240060015
6769,0.027505882352941158
6789,0.15902828282828282
6798,0.0
6806,0.2205111111111111
6896,-0.08456216216216217
6939,0.2773428571428571
6978,0.3484631578947368
6988,0.23132029177718835
7007,0.0
7009,0.0
7016,0.0
7023,0.3265361403508772
7133,0.2602727272727272
7138,0.0
7163,0.0
7209,0.25951367521367524
7230,0.31286339410939695
7261,0.21248000000000003
7291,0.4531584541062802
7347,0.23014814814814813
7392,0.13601364913689284
7418,-0.11263253588516742
7474,0.08350000000000002
7513,0.0
7523,0.2639
7540,0.4083379310344828
7569,0.0
7574,0.28783125
7579,0.08733333333333332
7650,0.250251724137931
7658,0.0
7671,0.3886545454545455
7691,0.4651896551724138
7755,0.43053684210526316
7765,0.32131851851851856
7807,0.3274833333333333
7850,0.011249999999999982
7876,0.13448656716417912
7880,0.011345454545454547
7911,0.2938228251507321
7916,0.2792425339366516
7946,0.34971612903225807
7972,0.0
8052,0.29705479452054795
8056,0.49237037037037035
8169,0.16346222222222218
8184,0.33534285714285716
8230,0.09133004670472239
8272,0.06423636363636362
8372,0.39285000000000003
8376,0.3220518518518518
8379,0.303129873772791
8386,0.009599999999999942
8452,0.35150769230769235
8456,-0.07976666666666668
8541,0.4373045454545454
8545,0.22215806451612902
8549,0.47158000000000005
8577,-0.007233333333333425
8584,-0.4090925925925926
8622,-0.11242857142857143
8635,0.0
8683,0.011605555555555536
8699,0.2577781818181818
8717,0.0
8780,0.25286666666666663
8860,0.32017999999999996
8863,0.15831607142857143
8903,0.0
8915,0.07435750000000002
8918,0.0
8951,0.0
8971,0.3264941176470588
8979,0.21754666666666672
8996,-0.10509600000000002
9014,0.0
9035,0.5245200000000001
9056,0.1375885714285714
9067,0.011635714285714194
9079,0.0
9150,-0.4038999999999999
9164,-0.03624500000000008
9185,0.0
9246,0.001085714285714287
9255,-0.3237366666666667
9261,0.04721932773109244
9302,0.4289063492063492
9303,0.20622962962962965
9357,0.4527703703703704
9368,0.0
9418,0.0
9421,0.46057727272727267
9490,0.0
9499,0.05831202213279685
9503,0.02668411214953271
9542,0.30616165413533836
9697,0.1302981132075472
9711,0.10799099099099102
9753,0.43255333333333335
9846,0.0
9948,0.05399081920903956
10018,0.39483
10019,0.0048384615384615415
10036,0.0
10044,0.42289411764705875
10068,0.10466211180124224
10105,-0.3640888888888889
10117,0.09026624271330153
10130,0.04111717171717172
10136,0.20716799999999996
10175,0.10428927203065136
10183,0.0
10188,0.233585
10189,0.394
10194,0.2372685714285715
10285,0.407975
10329,0.18471200000000002
10367,0.3309333333333333
10379,0.15176267498267498
10446,0.16405000000000003
10450,0.1752748251748253
10517,0.08649180327868852
10518,0.006193103448275894
10537,0.4285178571428572
10728,0.4335241379310345
10729,0.3131803206191266
10784,0.25659622641509433
10804,0.0747199999999999
10817,0.17819000000000007
10826,0.28560392156862746
10833,0.0
10837,0.015812500000000007
10887,0.055433333333333334
10949,0.0
11001,0.45226821052631583
11075,0.0
11084,0.3117382352941177
11101,0.36366
11119,0.22110000000000002
11159,0.0
11256,-0.17192571428571424
11266,0.4902137931034483
11267,0.38323199999999996
11272,0.3278603448275862
11298,0.25619523809523803
11417,0.2510133333333333
11425,0.005543478260869594
11437,0.3936916923076923
11489,0.0
11519,0.014318750000000047
11539,0.22086436781609198
11540,0.15647282913165267
11542,0.2917199999999999
11560,0.19853714285714286
11585,0.0
11603,0.3085375
11613,0.0
11624,0.39102142857142863
11659,0.09393333333333337
11663,0.19210861788617883
11701,0.07904214876033057
11736,0.2561703703703704
11784,0.014078787878787913
11796,0.1299377777777778
11808,0.0
11845,0.0
11853,0.40738060904612633
11854,-0.0018479999999999608
11858,0.1469333333333333
11872,0.2594823529411765
11946,0.0
11966,0.14728444444444444
11978,0.0
12021,-0.5389285714285714
12031,0.1299764864969285
12070,0.0
12082,0.3522129032258064
12088,0.4076871794871794
12103,0.47176
12175,0.31908070175438596
12204,0.0
12319,0.002658823529411769
12344,0.0
12373,0.26637777777777777
12389,0.39364
12407,0.0
12577,0.3070172727272727
12586,0.31774285714285716
12587,0.0
12604,0.25488155339805824
12612,0.3749
12737,0.0
12758,0.27740000000000004
12767,0.36119111111111113
12775,-0.23487586206896555
12798,0.0
12805,0.0
12848,0.40881282051282053
12874,0.14776724137931035
12875,0.5226545454545454
12882,0.0
12892,-0.08402618741976897
12924,0.16355135135135135
12954,0.45199574468085113
12960,0.23118857142857144
13004,0.012399999999999967
13009,0.073015
13010,0.4639675675675675
13047,0.327648
13073,0.40674901960784315
13086,0.3955151515151515
13128,0.23393529411764707
13131,0.0
13182,0.08988387096774192
13217,0.38839999999999997
13224,0.4308348717948718
13257,0.3251973262032086
13273,-0.14413417899929531
13284,0.09940760959470635
13310,0.3736777777777778
13400,0.15099999999999997
13429,0.11994499691484986
13465,0.33236216216216213
13525,0.011933333333333351
13554,0.13774137931034486
13555,0.0
13576,0.14533333333333337
13615,0.42550000000000004
13631,0.44108387096774193
13655,0.26936178937558247
13680,0.22222857142857133
13685,0.0
13735,-0.07410000000000003
13769,0.35440000000000005
13771,0.38000563380281693
13790,0.0
13841,0.31884
13886,0.07490051175058066
13892,0.089808
13897,0.266088
13912,0.38102
13922,0.250735
13965,0.4865924528301887
13987,0.19500882117080998
13995,0.0
14032,-0.06420000000000003
14046,0.3988293706293706
14054,0.4579166390270868
14100,0.280898309178744
14108,0.0
14140,0.10306400000000002
14156,0.08600155221324199
14159,0.0
14193,0.0
14262,0.36023684210526313
14274,0.0
14321,0.0
14353,0.1670666666666667
14357,0.19499565217391301
14364,0.3316704545454545
14447,0.40949787234042556
14449,-0.5744571428571429
14464,0.17277499999999996
14493,0.10538461538461541
14496,0.11774482758620691
14528,0.4409666666666667
14557,0.1928177777777778
14574,0.013859999999999983
14588,0.0
14623,0.32257777777777774
14633,0.148
14669,0.44403157894736844
14676,0.45433478260869564
14677,0.009199999999999986
14814,0.21493488372093023
14856,0.37755452631578945
14881,-0.30354500000000006
14919,0.1494607142857144
14930,0.24629999999999996
14945,0.42365453980099504
14946,0.40701538461538467
14955,0.4522454545454545
14964,0.0
14989,-0.09195897435897438
15047,0.0
15174,0.40753333333333336
15215,0.04875259659326964
15258,0.013545945945945936
15295,0.36119999999999997
15296,0.05822807017543857
15307,0.012733333333333263
15320,0.23979259259259256
15334,0.14308673300165836
15346,0.25089830295411686
15429,0.012076470588235355
15474,0.0
15491,0.01429999999999998
15506,0.3915116883116883
15529,-0.2973533333333333
15572,0.13813406593406594
15577,0.34171363636363633
15588,0.002550318471337576
15590,0.2288788888888889
15625,0.1521127962085308
15639,0.0
15694,0.2266978723404255
15728,0.24428
15746,0.24656666666666666
15756,0.17533454545454547
15816,0.006763636363636388
15856,-0.08305714285714288
15867,0.0
15870,0.3394521739130435
15934,0.5202511627906977
15947,0.23718048780487805
16014,0.0
16015,-0.3011365853658536
16064,0.0016187500000000021
16085,0.0
16103,0.26036133190118155
16119,0.18857240143369175
16199,0.0
16205,-0.027227626137303562
16215,0.0
16249,0.36252666666666666
16252,0.2722521739130435
16291,0.0
16303,0.21797101449275363
16325,0.4011296703296703
16332,0.002123809523809528
16343,-0.09984352216748768
16371,0.3926857142857143
16376,0.0
16382,0.38069333333333333
16424,0.0
16462,0.3621228070175439
16497,0.07420925925925925
16511,0.0
16527,0.39345333333333327
16551,0.013499999999999956
16582,0.4223918367346938
16585,0.007419999999999982
16588,0.20006868686868687
16621,0.20676363636363637
16629,0.3334272727272727
16631,0.4025995635570103
16666,0.4349745945945946
16680,0.0
16739,-0.014000000000000012
16764,0.2769847072879331
16808,0.4394181818181818
16809,0.15582758620689657
16845,0.2352681818181818
16852,0.0
16871,0.32789193548387097
16908,0.423424
16912,0.0
16931,0.18563333333333332
16954,0.5206433333333333
16956,0.1858997101449275
16986,0.1962253968253968
17028,0.13038407960199005
17039,0.014795555555555562
17040,0.2898771929824562
