CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_7D,COUNT_7D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
88,1,0.5516106,"Flagged due to: unusual transaction sequence position (transaction number: 5), and high 7-day transaction volume sum (18,600,000.00), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+2.0357), SUM_AMOUNT_7D (+0.4079), HIST_TRANS_COUNT (+0.2944)","TRANS_NO × SUM_AMOUNT_7D (+0.6967), TRANS_NO × SUM_AMOUNT_24H (+0.3532), SUM_AMOUNT_24H × SUM_AMOUNT_7D (+0.2806)","TRANS_NO: 5.00 → 5.00 (-0.00), HIST_TRANS_COUNT: 363.00 → 300.00 (-63.00)",Transfer,Within_bank,2019-09-03,Tue,12,5,18600000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,18600000.0,1,18600000.0,1,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (55,701,000.00), and high 24-hour transaction count (6 transfers).","TRANS_NO (+2.4991), SUM_AMOUNT_24H (+2.1061), COUNT_24H (+0.7500)","TRANS_NO × SUM_AMOUNT_24H (+0.8257), TRANS_NO × SUM_AMOUNT_7D (+0.4098), TRANS_NO × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2892)","TRANS_NO: 6.00 → 3.00 (-3.00), SUM_AMOUNT_24H: 55,701,000.00 → 5,638,966.46 (-50,062,033.54)",Transfer,Within_bank,2019-09-03,Tue,16,6,18294000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,55701000.0,6,55701000.0,6,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.6064816,"Flagged due to: high 24-hour transaction volume sum (52,621,512.00), and unusual transaction sequence position (transaction number: 3), and high 24-hour transaction count (10 transfers).","SUM_AMOUNT_24H (+1.7905), TRANS_NO (+0.9270), COUNT_24H (+0.8855)","TRANS_NO × SUM_AMOUNT_24H (+0.4429), SUM_AMOUNT_24H × COUNT_24H (+0.2304), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.1684)","SUM_AMOUNT_24H: 52,621,512.00 → 49,499,980.30 (-3,121,531.70), TRANS_NO: 3.00 → 3.00 (-0.00), COUNT_24H: 10.00 → 6.00 (-4.00)",Transfer,Within_bank,2019-09-04,Wed,13,3,8299000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,52621512.0,10,71221512.0,11,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.6815103,"Flagged due to: high 24-hour transaction volume sum (77,545,000.00), and amount is 11.4x higher than customer's average transaction size, and high 24-hour transaction count (7 transfers).","SUM_AMOUNT_24H (+1.7896), TRANS_AMOUNT_Z_SCORE (+0.9102), COUNT_24H (+0.7427)","HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.4999), TRANS_NO × SUM_AMOUNT_24H (-0.3905), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (+0.2892)","SUM_AMOUNT_24H: 77,545,000.00 → 49,499,927.47 (-28,045,072.53), TRANS_AMOUNT_Z_SCORE: 11.44 → 6.49 (-4.96), COUNT_24H: 7.00 → 5.00 (-2.00)",Transfer,Outside_bank,2019-10-02,Wed,8,1,50000000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,77545000.0,7,125973222.0,23,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.75477755,"Flagged due to: high 24-hour transaction volume sum (90,940,000.00), and unusual transaction sequence position (transaction number: 4), and high 24-hour transaction count (9 transfers).","SUM_AMOUNT_24H (+2.1198), TRANS_NO (+1.4792), COUNT_24H (+0.7618)","TRANS_NO × SUM_AMOUNT_24H (+0.5762), TRANS_NO × HIST_AVG_TRANS_AMOUNT (-0.2441), SUM_AMOUNT_24H × COUNT_24H (+0.2376)","SUM_AMOUNT_24H: 90,940,000.00 → 49,499,950.58 (-41,440,049.42), TRANS_NO: 4.00 → 4.00 (-0.00), COUNT_24H: 9.00 → 5.00 (-4.00)",Transfer,Within_bank,2019-10-02,Wed,16,4,13136000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,90940000.0,9,145371000.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: unusual transaction sequence position (transaction number: 12), and high 24-hour transaction volume sum (51,651,430.00), and amount is 6.7x higher than customer's average transaction size.","TRANS_NO (+2.1054), SUM_AMOUNT_24H (+2.0093), TRANS_AMOUNT_Z_SCORE (+0.6883)","TRANS_NO × SUM_AMOUNT_24H (+0.6628), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2802), TRANS_NO × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.1976)","TRANS_NO: 12.00 → 3.00 (-9.00), SUM_AMOUNT_24H: 51,651,430.00 → 37,899,993.64 (-13,751,436.36)",Transfer,Within_bank,2019-10-17,Thu,20,12,29488980.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,51651430.0,6,94366430.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,1.0,"Flagged due to: high 24-hour transaction volume sum (80,193,030.00), and unusual transaction sequence position (transaction number: 6), and high 24-hour transaction count (8 transfers).","SUM_AMOUNT_24H (+2.1630), TRANS_NO (+1.9623), COUNT_24H (+0.7828)","TRANS_NO × SUM_AMOUNT_24H (+0.5265), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3777), TRANS_NO × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2720)","SUM_AMOUNT_24H: 80,193,030.00 → 35,169,953.63 (-45,023,076.37), TRANS_NO: 6.00 → 3.00 (-3.00)",Transfer,Within_bank,2019-10-18,Fri,9,6,26841600.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,80193030.0,8,118012030.0,27,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.5133098,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (63,895,520.00), and high 24-hour transaction count (10 transfers).","TRANS_NO (+1.8960), SUM_AMOUNT_24H (+1.8234), COUNT_24H (+0.6824)","TRANS_NO × SUM_AMOUNT_24H (+0.5795), SUM_AMOUNT_24H × COUNT_24H (+0.1647), TRANS_NO × HIST_AVG_TRANS_AMOUNT (-0.1514)","TRANS_NO: 6.00 → 6.00 (-0.00), SUM_AMOUNT_24H: 63,895,520.00 → 49,499,991.97 (-14,395,528.03), COUNT_24H: 10.00 → 6.00 (-4.00)",Transfer,Within_bank,2019-10-19,Sat,9,6,9229520.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,63895520.0,10,143649950.0,31,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.59429455,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (52,984,600.00), and high 24-hour transaction count (11 transfers).","TRANS_NO (+1.9267), SUM_AMOUNT_24H (+1.8234), COUNT_24H (+0.6850)","TRANS_NO × SUM_AMOUNT_24H (+0.6067), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.2025), TRANS_NO × HIST_AVG_TRANS_AMOUNT (-0.1514)","TRANS_NO: 6.00 → 5.00 (-1.00), SUM_AMOUNT_24H: 52,984,600.00 → 49,499,997.14 (-3,484,602.86), COUNT_24H: 11.00 → 5.00 (-6.00)",Transfer,Within_bank,2019-10-19,Sat,10,6,12726680.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,52984600.0,11,159580630.0,33,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
88,1,0.666216,"Flagged due to: unusual transaction sequence position (transaction number: 6), and high 24-hour transaction volume sum (50,757,380.00), and high 24-hour transaction count (10 transfers).","TRANS_NO (+1.9598), SUM_AMOUNT_24H (+1.8057), COUNT_24H (+0.7335)","TRANS_NO × SUM_AMOUNT_24H (+0.5912), TRANS_NO × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2160), SUM_AMOUNT_24H × COUNT_24H (+0.1657)","TRANS_NO: 6.00 → 5.00 (-1.00), SUM_AMOUNT_24H: 50,757,380.00 → 46,039,972.42 (-4,717,407.58), COUNT_24H: 10.00 → 5.00 (-5.00)",Transfer,Within_bank,2019-10-31,Thu,15,6,9138500.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,50757380.0,10,76922080.0,21,8844481.102,4369996.853994491,363,0.03889746598194542,-1.4605406202256965
