CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_7D,COUNT_7D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
88,1,0.009517604485154152,"Flagged due to: high 24-hour transaction volume sum (148,743,580.00), and unusual transaction sequence position (transaction number: 7), and high 7-day transaction count (28 transfers).","SUM_AMOUNT_24H (+1.1447), TRANS_NO (+0.6426), COUNT_7D (+0.5102)","TRANS_NO × SUM_AMOUNT_24H (+0.3161), TRANS_AMOUNT × COUNT_7D (+0.2859), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (-0.2277)","SUM_AMOUNT_24H: 148,743,580.00 → 136,730,906.39 (-12,012,673.61), COUNT_7D: 28.00 → 25.00 (-3.00)",Transfer,Within_bank,2019-11-01,Fri,9,7,11520000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,148743580.0,16,178334840.0,28,8844481.102,4369996.853994491,363,0.03889746598194539,-1.441169318574772
88,1,0.011367893777787685,"Flagged due to: high 24-hour transaction volume sum (141,385,680.00), and high 7-day transaction count (30 transfers), and unusual transaction sequence position (transaction number: 5).","SUM_AMOUNT_24H (+1.1899), COUNT_7D (+0.6575), TRANS_NO (+0.5784)","TRANS_AMOUNT × COUNT_7D (+0.3696), TRANS_NO × SUM_AMOUNT_24H (+0.2840), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (-0.2277)","SUM_AMOUNT_24H: 141,385,680.00 → 136,730,875.38 (-4,654,804.62), COUNT_7D: 30.00 → 25.00 (-5.00)",Transfer,Within_bank,2019-11-01,Fri,10,5,9410000.0,F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,141385680.0,16,188188690.0,30,8844481.102,4369996.853994491,363,0.03889746598194539,-1.441169318574772
141,1,0.010221404954791069,"Flagged due to: high transaction amount of 150,000,000.00, and high 24-hour transaction volume sum (150,000,001.00), and amount is 4.4x higher than customer's average transaction size.","TRANS_AMOUNT (+1.0088), SUM_AMOUNT_24H (+0.9807), TRANS_AMOUNT_Z_SCORE (+0.0566)","TRANS_NO × SUM_AMOUNT_24H (-0.2723), TRANS_AMOUNT × COUNT_7D (+0.1202), TRANS_AMOUNT × SUM_AMOUNT_7D (-0.1065)","TRANS_AMOUNT: 150,000,000.00 → 136,730,861.75 (-13,269,138.25), SUM_AMOUNT_24H: 150,000,001.00 → 136,730,862.66 (-13,269,138.34)",Transfer,Within_bank,2019-08-16,Fri,16,2,150000000.0,F,2019-04-22,1994-04-24,1,2019-04-24,BRANCH,1,SMART_OTP,150000001.0,2,195000001.0,3,20520353.582222223,33917132.94594595,74,0.2205215966286484,-1.2990063985167104
141,1,0.009423386305570602,"Flagged due to: high transaction amount of 200,000,000.00, and high 24-hour transaction volume sum (200,000,000.00), and new customer tenure (247 days since signup).","TRANS_AMOUNT (+1.4451), SUM_AMOUNT_24H (+1.2179), TENURE_DAYS (+0.0867)","TRANS_NO × SUM_AMOUNT_24H (-0.6971), TRANS_AMOUNT × HIST_AVG_TRANS_AMOUNT (-0.5921), TRANS_AMOUNT × COUNT_7D (+0.1389)","TRANS_AMOUNT: 200,000,000.00 → 186,406,898.57 (-13,593,101.43), SUM_AMOUNT_24H: 200,000,000.00 → 186,162,376.47 (-13,837,623.53)",Transfer,Outside_bank,2019-12-25,Wed,10,1,200000000.0,F,2019-04-22,1994-04-24,1,2019-04-24,BRANCH,1,SMART_OTP,200000000.0,1,268303185.0,5,20520353.582222223,33917132.94594595,74,0.2205215966286484,-1.2990063985167104
386,1,0.09198171645402908,"Flagged due to: high 24-hour transaction volume sum (380,550,000.00), and high transaction amount of 380,000,000.00, and highly improbable sequential activity pattern (log-probability score: -1.034).","SUM_AMOUNT_24H (+2.6440), TRANS_AMOUNT (+1.6463), ACTIVITY_SEQ_RARITY (+0.0559)","TRANS_AMOUNT × HIST_AVG_TRANS_AMOUNT (-0.5483), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.2007), TRANS_NO × SUM_AMOUNT_24H (-0.1943)","SUM_AMOUNT_24H: 380,550,000.00 → 104,999,872.41 (-275,550,127.59), TRANS_AMOUNT: 380,000,000.00 → 186,384,735.62 (-193,615,264.38)",Transfer,Within_bank,2019-10-21,Mon,9,1,380000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,380550000.0,2,383615000.0,5,114440623.53400001,16809085.8,70,0.061351446143111873,-1.0341287827195147
386,1,0.00969655904918909,"Flagged due to: high 24-hour transaction volume sum (390,550,000.00), and high average savings balance (114,440,623.53).","SUM_AMOUNT_24H (+2.6192), HIST_AVG_CA_BALANCE (+0.0377), STAFF (+0.0000)","TRANS_AMOUNT × COUNT_7D (-0.2797), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.2007), TRANS_NO × SUM_AMOUNT_24H (-0.1943)","SUM_AMOUNT_24H: 390,550,000.00 → 355,799,342.48 (-34,750,657.52)",Transfer,Within_bank,2019-10-21,Mon,14,1,10000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,390550000.0,3,393315000.0,5,114440623.53400001,16809085.8,70,0.061351446143111873,-1.0341287827195147
386,1,0.00969655904918909,"Flagged due to: high 24-hour transaction volume sum (395,550,000.00), and high average savings balance (114,440,623.53).","SUM_AMOUNT_24H (+2.6060), HIST_AVG_CA_BALANCE (+0.0377), STAFF (+0.0000)","TRANS_AMOUNT × COUNT_7D (-0.2727), TRANS_NO × SUM_AMOUNT_24H (-0.1943), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.1612)","SUM_AMOUNT_24H: 395,550,000.00 → 355,799,446.21 (-39,750,553.79)",Transfer,Within_bank,2019-10-21,Mon,15,1,5000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,395550000.0,4,398315000.0,6,114440623.53400001,16809085.8,70,0.061351446143111873,-1.0341287827195147
386,1,0.010071493685245514,"Flagged due to: high 24-hour transaction volume sum (396,300,000.00), and high average savings balance (114,440,623.53), and high 24-hour transaction count (5 transfers).","SUM_AMOUNT_24H (+2.5996), HIST_AVG_CA_BALANCE (+0.0377), COUNT_24H (+0.0126)","TRANS_AMOUNT × COUNT_7D (-0.2727), TRANS_NO × SUM_AMOUNT_24H (-0.1752), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.1612)","SUM_AMOUNT_24H: 396,300,000.00 → 355,799,450.50 (-40,500,549.50)",Transfer,Outside_bank,2019-10-21,Mon,17,1,750000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,396300000.0,5,399065000.0,7,114440623.53400001,16809085.8,70,0.061351446143111873,-1.0341287827195147
386,1,0.016581639647483826,"Flagged due to: high 24-hour transaction volume sum (170,000,000.00), and high transaction amount of 170,000,000.00, and high 7-day transaction volume sum (568,700,000.00).","SUM_AMOUNT_24H (+1.0839), TRANS_AMOUNT (+1.0560), SUM_AMOUNT_7D (+0.2365)","TRANS_NO × SUM_AMOUNT_24H (-0.6448), TRANS_AMOUNT × COUNT_7D (+0.2056), TRANS_AMOUNT × ACTIVITY_SEQ_RARITY (+0.1335)","SUM_AMOUNT_24H: 170,000,000.00 → 99,999,933.65 (-70,000,066.35), TRANS_AMOUNT: 170,000,000.00 → 104,999,857.33 (-65,000,142.67), SUM_AMOUNT_7D: 568,700,000.00 → 368,349,800.98 (-200,350,199.02)",Transfer,Outside_bank,2019-10-23,Wed,11,1,170000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,170000000.0,1,568700000.0,7,114440623.53400001,16809085.8,70,0.061351446143111873,-1.0341287827195147
386,1,0.009196163155138493,"Flagged due to: high 24-hour transaction volume sum (270,000,000.00), and high transaction amount of 100,000,000.00, and high 7-day transaction volume sum (666,300,000.00).","SUM_AMOUNT_24H (+1.2481), TRANS_AMOUNT (+0.5324), SUM_AMOUNT_7D (+0.1473)","TRANS_NO × SUM_AMOUNT_24H (-0.6386), TRANS_AMOUNT × COUNT_7D (+0.2044), TRANS_AMOUNT × SUM_AMOUNT_7D (-0.1207)","SUM_AMOUNT_24H: 270,000,000.00 → 186,162,386.25 (-83,837,613.75), TRANS_AMOUNT: 100,000,000.00 → 79,999,923.91 (-20,000,076.09), SUM_AMOUNT_7D: 666,300,000.00 → 488,474,558.68 (-177,825,441.32)",Transfer,Within_bank,2019-10-23,Wed,14,1,100000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,270000000.0,2,666300000.0,7,114440623.53400001,16809085.8,70,0.061351446143111873,-1.0341287827195147
