TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_ID_Hash,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY,NEW_DEVICE_FLAG,IP_HOPPING_VELOCITY,PAGERANK_SCORE,IN_DEGREE_CENTRALITY,LIMIT_UTILIZATION_VELOCITY,STRUCTURING_OVERPAYMENT_FLAG,AUTH_DOWNGRADE_RISK
1318076,9,1,0.8064173460006714,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 64.78), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and long inactivity period (65.7 days since last transaction).","DAYS_AMOUNT_COMBINED (+2.5623), NEW_DEVICE_FLAG (+1.0320), DAYS_SINCE_LAST_TRANS (+0.6616)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.3740), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2153), TRANS_HOUR × DAYS_SINCE_LAST_TRANS (+0.1572)","TRANS_AMOUNT: 5,000,000.00 -> 2,131,805.42 (-2,868,194.58)",Transfer,Outside_bank,2019-12-05,Thu,16,1,5000000.0,779387,32fd628f2a00217c,Android,16.174.xx.xx (HN),M,2019-09-30,1982-04-15,0,2019-10-01,BRANCH,1.0,SMART_OTP,Working,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,4317108.59,1949162.6666666667,6,65.66666666666667,1,1553.0,LOGIN,0.0,28.0,0.0,-0.9328947891681147,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1316173,44,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 88.54), and long inactivity period (182.3 days since last transaction), and transaction amount covers 25.0x monthly average balance.","DAYS_AMOUNT_COMBINED (+2.4994), DAYS_SINCE_LAST_TRANS (+0.9729), BALANCE_COVERAGE_RATIO (+0.5715)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-1.0884), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (-0.4859), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.2380)","TRANS_AMOUNT: 23,900,000.00 -> 17,869.57 (-23,882,130.43)",Transfer,Within_bank,2019-12-12,Thu,20,1,23900000.0,479765,8e40262350fa0078,Android,30.213.xx.xx (NA),M,2019-04-04,1990-08-08,0,2019-04-04,BRANCH,1.0,SMART_OTP,Working,23900000.0,1,23900000.0,1,23900000.0,1,23900000.0,1,23900000.0,1,23900000.0,1,956799.0944444444,8333333.333333333,3,182.33333333333334,1,0.0,LOGIN_FACEID,0.47619036281181837,42.0,0.0,-1.509743283632709,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
126374,68,1,0.6072401404380798,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 5.00), and sudden 7d spending volume spike relative to 30 days (ratio: 77.5%), and recent security credential modification (99.0 hours ago).","TRANS_HOUR (+3.6010), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.6349), HOURS_SINCE_SEC_EVENT (+0.0568)","TRANS_HOUR × VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.7476), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2484), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1192)","TRANS_AMOUNT: 4,000,000.00 -> 3,544,452.67 (-455,547.33)",Transfer,Outside_bank,2019-08-20,Tue,5,1,4000000.0,311584,f511fa8d8fb28042,Android,253.170.xx.xx (HN),F,2019-02-28,1990-05-20,0,2019-02-28,BRANCH,1.0,SMART_OTP,Working,4000000.0,1,4000000.0,1,16878000.0,6,18785000.0,12,68793600.0,27,88772802.0,52,2590897.7536363634,2419415.565217391,253,0.375,5,99.0,LOGIN,0.0,68.0,0.019460279710609454,-1.2412287000063138,0.0,1,0.8480943411107081,6.679006927084327e-05,0.0,0,0.0
126550,68,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and unusual behavior in feature 'IP_HOPPING_VELOCITY' (value: 5.00), and unusual behavior in feature 'VELOCITY_RATIO_COUNT_24H_VS_7D' (value: 0.55).","TRANS_HOUR (+4.3536), IP_HOPPING_VELOCITY (+0.9986), VELOCITY_RATIO_COUNT_24H_VS_7D (+0.0175)","TRANS_HOUR × IP_HOPPING_VELOCITY (+0.8445), TRANS_HOUR × DAYS_SINCE_LAST_TRANS (+0.2611), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1601)",,Transfer,Within_bank,2019-11-15,Fri,0,1,1453000.0,547653,f511fa8d8fb28042,Android,183.181.xx.xx (HN),F,2019-02-28,1990-05-20,0,2019-02-28,BRANCH,1.0,SMART_OTP,Working,4051000.0,2,10597655.0,5,13661655.0,6,17071655.0,8,22271655.0,11,80670273.0,42,2590897.7536363634,2419415.565217391,253,0.041666666666666664,5,1926.0,LOGIN,0.0,215.0,0.019460279710609454,-1.2412287000063138,0.0,5,0.8480943411107081,6.679006927084327e-05,0.0,0,0.0
126485,68,1,0.8612819910049438,"Flagged due to: transaction amount is 20.7x higher than historical average, and transaction amount covers 19.3x monthly average balance, and transaction amount is 15.2x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.6592), BALANCE_COVERAGE_RATIO (+1.1226), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.0357)","TRANS_HOUR × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.2698), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2529), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1857)","TRANS_AMOUNT: 50,000,000.00 -> 30,624,723.43 (-19,375,276.57)",Transfer,Within_bank,2019-11-16,Sat,11,1,50000000.0,4096,f511fa8d8fb28042,Android,199.67.xx.xx (HN),F,2019-02-28,1990-05-20,0,2019-02-28,BRANCH,1.0,SMART_OTP,Working,50000000.0,1,50000000.0,1,53562000.0,3,77723655.0,10,86333655.0,15,141865273.0,43,2590897.7536363634,2419415.565217391,253,0.5,3,1961.0,LOGIN,0.0,218.0,0.019460279710609454,-1.2412287000063138,0.0,1,0.8480943411107081,6.679006927084327e-05,0.0,0,0.0
126455,68,1,0.835105299949646,"Flagged due to: transaction amount is 15.7x higher than historical average, and transaction amount covers 14.7x monthly average balance, and transaction amount is 9.1x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.6011), BALANCE_COVERAGE_RATIO (+1.1094), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.9219)","TRANS_HOUR × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.2344), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2298), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1853)","TRANS_AMOUNT: 38,080,000.00 -> 30,624,705.20 (-7,455,294.80)",Transfer,Within_bank,2019-11-16,Sat,14,2,38080000.0,151934,f511fa8d8fb28042,Android,226.135.xx.xx (HN),F,2019-02-28,1990-05-20,0,2019-02-28,BRANCH,1.0,SMART_OTP,Working,38080000.0,1,88080000.0,2,91642000.0,4,115803655.0,11,124413655.0,16,179565273.0,43,2590897.7536363634,2419415.565217391,253,0.125,4,1964.0,LOGIN,0.0,220.0,0.019460279710609454,-1.2412287000063138,0.0,2,0.8480943411107081,6.679006927084327e-05,0.0,0,0.0
126484,68,1,0.9446654915809631,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and unusual behavior in feature 'IP_HOPPING_VELOCITY' (value: 3.00), and sudden 7d spending volume spike relative to 30 days (ratio: 71.7%).","TRANS_HOUR (+4.1993), IP_HOPPING_VELOCITY (+0.8096), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.0797)","TRANS_HOUR × IP_HOPPING_VELOCITY (+0.7983), TRANS_HOUR × DAYS_SINCE_LAST_TRANS (+0.2637), TRANS_HOUR × VELOCITY_RATIO_COUNT_24H_VS_7D (-0.1670)",,Transfer,Outside_bank,2019-11-17,Sun,0,1,1000000.0,116414,f511fa8d8fb28042,Android,89.173.xx.xx (HN),F,2019-02-28,1990-05-20,0,2019-02-28,BRANCH,1.0,SMART_OTP,Working,5110000.0,2,8396000.0,3,103476000.0,7,118991000.0,11,139809655.0,21,194961273.0,48,2590897.7536363634,2419415.565217391,253,0.041666666666666664,7,1974.0,LOGIN,0.0,226.0,0.019460279710609454,-1.2412287000063138,0.0,3,0.8480943411107081,6.679006927084327e-05,0.0,0,0.0
126457,68,1,0.7708286643028259,"Flagged due to: transaction amount is 16.5x higher than historical average, and transaction amount covers 15.4x monthly average balance, and transaction amount is 8.4x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.6534), BALANCE_COVERAGE_RATIO (+1.1345), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.9516)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2505), TRANS_HOUR × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.2428), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1939)","TRANS_AMOUNT: 40,000,000.00 -> 34,217,834.47 (-5,782,165.53)",Transfer,Outside_bank,2019-11-30,Sat,15,1,40000000.0,513582,f511fa8d8fb28042,Android,199.168.xx.xx (HN),F,2019-02-28,1990-05-20,0,2019-02-28,BRANCH,1.0,SMART_OTP,Working,40000000.0,1,40000000.0,1,40000000.0,1,40000000.0,1,50966548.0,11,204512495.0,43,2590897.7536363634,2419415.565217391,253,3.75,1,2301.0,LOGIN,0.0,249.0,0.019460279710609454,-1.2412287000063138,0.0,1,0.8480943411107081,6.679006927084327e-05,0.0,0,0.0
1392589,107,1,1.0,"Flagged due to: transaction amount covers 174.3x monthly average balance, and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and unusual combination of high transaction amount shortly after a security credential update (combined score: 0.00).","BALANCE_COVERAGE_RATIO (+2.5439), NEW_DEVICE_FLAG (+1.1193), SEC_AMOUNT_COMBINED (+0.6582)","NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.4471), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.3332), BALANCE_COVERAGE_RATIO × SEC_AMOUNT_COMBINED (+0.2168)","TRANS_AMOUNT: 20,100,000.00 -> 3,879,373.46 (-16,220,626.54)",Transfer,Outside_bank,2019-08-16,Fri,15,1,20100000.0,518858,b3068da5612a86f5,iOS,115.102.xx.xx (HP),M,2019-08-05,1999-07-24,0,2019-08-06,BRANCH,0.0,SMART_OTP,Unemployed,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,20100000.0,1,115295.11000000002,10113000.0,2,10.625,1,0.0,LOGIN,0.0,1.0,0.0,-1.0859987458586398,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
959039,135,1,1.0,"Flagged due to: transaction amount covers 26.7x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 58.11), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00).","BALANCE_COVERAGE_RATIO (+1.4247), DAYS_AMOUNT_COMBINED (+1.3053), NEW_DEVICE_FLAG (+1.1037)","TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2634), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.2063), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1690)","TRANS_AMOUNT: 15,000,000.00 -> 6,988,949.78 (-8,011,050.22)",Transfer,Within_bank,2019-11-06,Wed,12,1,15000000.0,198496,015cf9bef94ff708,Android,252.92.xx.xx (HN),M,2019-07-24,1986-10-20,0,2019-07-25,BRANCH,1.0,SMART_OTP,Working,15000000.0,1,15000000.0,1,15000000.0,1,15000000.0,1,15000000.0,1,15000000.0,1,561351.0333333333,10230000.0,10,32.666666666666664,1,2470.0,LOGIN_FINGER,0.4571427265306495,35.0,0.0,-1.3626830247620028,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
